610nm,680nm,730nm,760nm,810nm,860nm,fruit,brix,ripeness,moisture,defect,fungus,grade
0.5322737536036478,0.5709418596839103,0.6064369512420982,0.5464197892341262,0.6378218171060375,0.5900147334345407,banana,19.70537816809501,9.471140213701235,73.92130731756477,1,0,B
0.557322819620083,0.6870645504726477,0.6939998349047922,0.654424100404569,0.7413494005051444,0.7286002704762271,banana,19.384175746363304,8.407675001042353,77.84583705657178,0,0,A
0.5373850015140587,0.6210360596159383,0.6278493795093548,0.5998039663056224,0.6383733741886993,0.6057128305326802,banana,18.600303399995763,7.137075600938547,77.6848380716522,0,1,B
0.40693851771568657,0.4490858182529319,0.43974004567078745,0.472424714805032,0.4356384670614337,0.40389433674951447,apple,11.039815692244424,6.9254886430096265,84.4858488470028,1,1,C
0.5239295245134741,0.6111151454711802,0.5101808011564415,0.5535164030150129,0.5887597249753516,0.5793327809305973,mango,14.490005795633211,6.020631423315986,80.5797817994071,1,0,C
0.5257366211316089,0.5862778644015515,0.5485730305835561,0.5688817077763145,0.558059423201281,0.5514785430143779,banana,17.091581281559314,5.848884698790611,81.2083402367758,1,1,B
0.5097246468306291,0.6329463228539375,0.6562397193440533,0.5764474226732645,0.6514932366862655,0.607596891961669,banana,20.026216117485298,9.369098881400262,74.91996377553714,0,1,B
0.563699298303254,0.6432084703008996,0.6235529897741924,0.5913599515228812,0.6843231356973173,0.6884755223859007,mango,16.843058805488962,9.005693541493825,77.42949281524983,0,0,A
0.4091008647389168,0.4445039714633396,0.4637366582509901,0.45152608103026315,0.4276446721308945,0.4242139084200349,apple,13.786543535384421,9.52690988209632,79.5658152418341,1,0,B
0.5881202544235138,0.6988076580573495,0.6016240917682001,0.5846263876955897,0.68740177804657,0.6645090222150939,mango,15.661639162709234,8.32693311892516,77.89546660932506,0,0,A
0.5265054125331582,0.638628980809163,0.6193695947736129,0.5828836107334741,0.6757198044455504,0.6698854371116391,mango,14.020391338469736,5.961762363661781,84.10263748752062,0,0,B
0.40751904484419227,0.44670491435499676,0.39964599545200713,0.4776661096948816,0.44298904371786646,0.4191896009151861,apple,13.456753536231137,9.697494707820946,79.66419571864037,1,1,B
0.38887663340163564,0.4684945663830531,0.44522677132405186,0.43459062918459257,0.4676287285131172,0.43487586788001165,apple,10.165605769070694,5.598810659096256,85.73771852458394,0,1,C
0.5396927806779697,0.6411450042642439,0.5974268246100578,0.5663947566307411,0.6534918877885596,0.655534726419711,banana,20.439851240104648,9.655142981387813,77.43574650666483,1,0,B
0.5875860888883693,0.6311084425794153,0.6015757757630857,0.5817319603354115,0.7061092372838299,0.6501211786731184,mango,14.111259091754713,6.403709764713291,83.38597490697128,0,0,B
0.3419291243810086,0.4335767196488411,0.42595129504716495,0.4458140424678233,0.4394907364130384,0.39949447728946974,apple,10.952664047685092,6.039431275730136,87.96447958642418,1,0,C
0.4942271412796397,0.6086563420164816,0.5648243418889384,0.5976004308278351,0.577878423296733,0.6072784981673603,banana,19.626218102333592,9.124692399086987,75.96801577105637,1,1,B
0.42505489874306945,0.4377237249955911,0.42391040991465617,0.40541642622266755,0.4425571393557073,0.4228007012870892,apple,9.57451895503087,5.215799559752881,86.41052206174918,0,1,C
0.48535262603585233,0.5885479166175961,0.510367225088862,0.5199811733336732,0.5857418395754495,0.5697215803077994,mango,16.796154870798723,8.625465555347825,75.04937499791306,1,0,B
0.5549764465329527,0.6711689420759556,0.6148800333460603,0.5720006676665139,0.6813608742494334,0.7130162047770321,mango,15.486284321073008,7.085680714051895,81.37634476505934,0,0,A
0.4169873130935394,0.39705330348194523,0.4539158086892555,0.4429054438988441,0.45419689817994696,0.45028868508943604,apple,10.901469169979837,6.293899908000085,85.70849259995212,0,1,C
0.398423473571529,0.41468423340113925,0.41511839064596745,0.4521216312124397,0.44035545578580754,0.4029574964350293,apple,12.467284206795258,7.954166302845054,84.2531350960192,1,0,C
0.3759161625611125,0.42136544613224586,0.44315584038733014,0.48128332031376025,0.47372778766908724,0.44079175232267664,apple,12.75798482063371,8.12074453924567,82.29439667682487,0,1,C
0.49524078909112684,0.5945765771149227,0.5503149356719433,0.5505542022215415,0.6157707723685955,0.6275189940010825,mango,13.17142131209162,5.537942222999372,84.57924116474067,1,0,C
0.5226208856769183,0.6214387949057406,0.6060535344902798,0.5699836516239591,0.5957647028047925,0.5581849706478674,banana,20.583001452164815,9.280476661181918,75.51563066328025,1,0,B
0.5611475888871413,0.6433393082554527,0.6088167059561451,0.5958899557300673,0.6557534683414262,0.6934626714599873,mango,13.513127779138383,5.292658696376884,83.76773978765807,0,0,B
0.5392282425383363,0.6130030257308863,0.6459901463636707,0.5696266544458657,0.6925301138012896,0.6948230400868133,mango,17.787807338609007,9.422657198140012,77.25721256017599,0,0,A
0.5348483805652195,0.6246424398575047,0.6168243217705992,0.5786485283790096,0.6280387037718703,0.6195105500164132,banana,16.175251151563838,5.177759387745276,81.32463546374026,1,0,B
0.4318879724862107,0.4922032836789153,0.49624708484440366,0.5151080765970047,0.5005961687421134,0.5363808122568364,apple,12.612999642796519,8.849967765493055,82.91583561878502,0,0,B
0.5350272959862596,0.6514535110792001,0.5652813437715467,0.6084746751700308,0.6385472818747324,0.6311759081440742,banana,17.359346691271273,6.2357253501514665,82.90495481045602,1,1,B
0.5128723200570741,0.588211503596206,0.585041308566417,0.5766218911605135,0.606670889781092,0.6377452073071124,banana,21.30910322108011,9.975263762396237,74.01244987435405,1,0,B
0.6051250159886543,0.7458060043171395,0.6978645928329656,0.6935237901500403,0.7241865272015481,0.7270713229348092,banana,20.47188722231065,9.260697819272378,76.42059952857083,0,0,A
0.41504225148745605,0.4589478620963811,0.4222711574612007,0.5078581963973362,0.4788460185002425,0.4281755029260589,apple,12.100940777273228,6.919456106866058,86.02574035064548,0,1,C
0.5899784422838416,0.6658615659007593,0.5852795795165786,0.5826097914573425,0.6467150550053439,0.7007479741350575,mango,17.78072882202133,9.41145519475669,77.10275655839447,0,0,A
0.424242628990884,0.5002772070326684,0.5059378639660618,0.490980363929235,0.5253603068106506,0.5209042306922297,apple,10.292505003163793,5.186740943746072,90.86264883431407,0,0,C
0.4173753582514437,0.44746131531232297,0.4129213242155832,0.4819085481967094,0.4480289969476836,0.4106918314745965,apple,11.94673426964604,7.713622216737981,83.5284011502341,1,1,C
0.4945061079590863,0.5869691808193989,0.4838471073175229,0.5180285367272949,0.5106123954841993,0.5569395233683184,mango,14.93534585945925,7.169638447312537,81.20833976102769,1,1,C
0.46019272237367986,0.4921394551853385,0.5086255684411239,0.5012421383656633,0.5697674398574087,0.5256851329039235,apple,13.267301918305144,8.300986883588656,82.52836315154799,0,0,A
0.48104235398365125,0.48528298529931513,0.4950717718406224,0.4960163645514513,0.5381783853878545,0.49031089416299123,apple,12.941789840466294,8.114452379095,83.631648966129,0,0,B
0.5250744475498236,0.6424956210619338,0.5946008442110202,0.6100169166152396,0.611148887634758,0.5853850951699979,banana,17.600609552094074,6.312281514924452,79.86045034355308,0,1,B
0.3969138427473442,0.45014559325972964,0.4246877386980899,0.4566698805476995,0.4235783769663269,0.39078407749790783,apple,11.22226413423037,6.6951489552435035,84.82772733882719,0,1,C
0.4374430159780323,0.4490432020521448,0.39918618112575804,0.46719125784962234,0.41366412274890046,0.3937316714098489,apple,11.541736230629573,6.7837666334679465,84.81821874422292,1,1,C
0.43815298451532414,0.4718192145022271,0.49551798649432804,0.5127282779978268,0.5426776210984842,0.49385079785416797,apple,13.08687390459813,8.882064803709984,82.38762838482879,0,0,A
0.4526854362840045,0.45138259081523757,0.5131945355827201,0.5115150398366306,0.533792784627148,0.44896343873910105,apple,13.467660810010715,8.976336559299451,83.29200646213788,0,0,A
0.5336801172753072,0.6322767038939188,0.6121981553690627,0.6145190959658654,0.620794903314965,0.5755451551048008,banana,16.552486903778338,5.61026883540658,82.55458587020279,1,0,B
0.5294132521077929,0.6566509986182173,0.5754109902725435,0.612378319486939,0.6369996328821218,0.5842944435578707,banana,20.07380375381306,9.443580473063733,75.8371248570503,1,0,B
0.5304811935316944,0.6546787405672511,0.6101131730819455,0.5760750352418529,0.6687067862581082,0.6938474172694824,mango,15.992757727393526,7.329869131736267,80.40332676601558,0,0,A
0.46017214615403534,0.4788438305772223,0.4902282840310554,0.4842663815543309,0.5326963467269182,0.5265796100497813,apple,10.402982906705924,5.909124836035503,88.39494695616668,0,0,C
0.5068010424702118,0.6125465603425866,0.5296640725648641,0.5104605183949363,0.561016478261935,0.5821353977686626,mango,16.79033107632134,9.13153313650439,76.46611862083134,1,1,B
0.5756521607436045,0.6602506198350769,0.6008043274288278,0.5924797314413218,0.6528109507008896,0.601771721588347,banana,17.895022256552707,6.70112620761196,77.72030674180462,0,1,B
0.6243690257872058,0.6852270018272646,0.7469947658345419,0.6490129981759735,0.7229605750990005,0.7259240088670967,banana,18.06976120998334,7.134510436614185,78.92504919985487,0,0,A
0.48552619542947767,0.6041178017647936,0.514876799374245,0.5368778134297878,0.617161697730307,0.648566592155363,mango,17.280273250956753,8.967634758372418,74.67206948902526,1,0,B
0.4391450846191262,0.4457978166804465,0.39871692593399316,0.4540967308433326,0.4252830203995631,0.4164024216050862,apple,13.579903347265722,9.492770942635396,81.05822863584123,1,1,B
0.4941132195662363,0.5965331282270963,0.5028599290700775,0.5483082214635094,0.553680823576627,0.5595863397563678,mango,17.46301853140202,9.058176599823533,75.10341500166177,1,1,B
0.41556158467072696,0.4415435428294105,0.44763591145369575,0.43242814825208525,0.4357896948260518,0.43415692603851597,apple,10.14517531824002,5.7244743604561155,86.98554964693945,0,1,C
0.5068432989569103,0.6242195744259108,0.4822451864065945,0.5394657974990922,0.5800933657969892,0.5727817866932321,mango,13.344296591260843,5.555129741058445,81.95111591786136,0,1,C
0.5360653959119318,0.6108524785979011,0.6004643311327069,0.6076670967863728,0.5715275759388653,0.5992911291224687,banana,18.50644146592172,7.187988718768968,78.75192272631938,1,0,B
0.38934987659496784,0.4289746471051453,0.4384280029990076,0.406120884356365,0.426423635125987,0.38369494715275104,apple,10.246559873300962,5.637443311659912,88.95322914442113,1,1,C
0.5001426683806008,0.6090117661151536,0.48706823761143586,0.5344141859682867,0.5626458902435619,0.6173770963025045,mango,13.554057247093185,5.503951853658098,83.87652930538653,1,0,C
0.5195818527081222,0.6839146777877974,0.5915310992400417,0.6340905527202256,0.6422027452635867,0.619850452641136,banana,16.789585591120144,5.912381655496147,80.46326515671116,1,0,B
0.4530611862586524,0.502305795122705,0.4974624707871233,0.5355423174037375,0.49278998201163027,0.5258252136326367,apple,10.804407651685619,5.6214861174277235,89.54739966119627,0,0,C
0.43003181564074894,0.47261754103500137,0.4768694948392177,0.48191418873011493,0.49836036007863566,0.5219194735769289,apple,13.115617732221619,8.139501947454539,82.22446685000084,0,0,A
0.46483894258887404,0.4795946479127222,0.5113543640217434,0.4855069931941863,0.5360698429645006,0.5004435712772706,apple,10.987912547851568,5.890179834348757,88.30346695923184,0,0,C
0.36915456539103364,0.4798138274959109,0.41234339509513884,0.4438886782045506,0.4221811302755451,0.40640889670973224,apple,12.983759827505098,8.48507870497634,81.64053581285354,1,1,C
0.4207970427490498,0.4754057559092175,0.4048706271470679,0.47119874233882497,0.42015127901712673,0.4474500411976451,apple,12.824935709499199,8.875664116805574,81.4451030816942,0,1,C
0.49361377514588467,0.604972031325692,0.6187415698079443,0.5745428242047611,0.5668650243175027,0.5935983221523028,banana,16.115868086986996,5.252877830395052,82.15349171449763,0,1,B
0.5769765365650522,0.7161670246601077,0.7285131272645647,0.6426798658203475,0.7599590864428509,0.7119337046535659,banana,20.995604878664775,9.940339709805748,75.12865532468787,0,0,A
0.5130745892287067,0.6558145397262288,0.5956354029412627,0.5875001616949079,0.6367794966928175,0.6372941121204343,banana,17.481545079693543,6.490986490754647,79.72943043258059,0,1,B
0.5274054334982748,0.6058130416619013,0.623623365205858,0.606420192962853,0.6436860968359409,0.5952357993962837,banana,20.207572496078903,8.92665845569392,74.3923797904252,0,1,B
0.39715392965624846,0.3781430586033947,0.45618166062635024,0.4285870477567285,0.4491651845966187,0.4222812419550609,apple,11.821176131385043,6.904454283155108,83.94140847758482,1,0,C
0.6122709189327922,0.7050386127000604,0.7008875882816162,0.6616031952097511,0.7607730857463947,0.6801562886730157,banana,19.016376702929463,7.994950453155132,80.96428525303055,0,0,A
0.5516957963918862,0.6519573082181003,0.6676465230161692,0.5674229807734281,0.687899529041633,0.6984489783941085,mango,14.442474168567708,6.760739445277584,81.59278633950815,0,0,B
0.5110092847924393,0.6048628573065794,0.47626138985179944,0.5487688770615764,0.5365587547184354,0.5748028221814455,mango,16.702474683472264,8.742689313422922,76.23591128388986,1,1,B
0.5206017769045782,0.6310470285553768,0.5858459795463488,0.6021847324227829,0.6173045603908408,0.6100181635362274,banana,18.164907221051806,6.922044654575925,80.25447013601608,1,1,B
0.4505205427281124,0.48348668791348337,0.5464508435357962,0.47428024115202005,0.5321117848367175,0.5317822621665658,apple,11.11059209154984,6.571779905381634,85.62209131735682,0,0,C
0.4253510330421087,0.508423352654123,0.47770050507790224,0.48863090178293644,0.5020381074446193,0.46691430294355,apple,12.636964299919688,8.053100212208163,84.61536208070982,0,0,B
0.5620167967736222,0.660751372956364,0.6076630905634323,0.6237264761769977,0.7014010373527816,0.7164501759320964,mango,14.999583933644866,6.794989582848071,84.07133948606169,0,0,B
0.5007881696917812,0.5477914493411583,0.482384596813987,0.5115713575189488,0.539698658873577,0.5653054887853082,mango,17.05812498584315,9.268643189821915,76.76492366608338,1,1,B
0.5153071897560999,0.5876649659876093,0.497848053231386,0.5444466869959361,0.6117178564363667,0.5743461712598084,mango,16.854362671725212,8.81573355082068,76.87969203234375,0,1,B
