610nm,680nm,730nm,760nm,810nm,860nm,fruit,brix,ripeness,moisture,defect,fungus,grade
0.3922830653244752,0.3951993645569289,0.40808480763596405,0.5586522893947768,0.7050816073333891,0.7806860959005334,strawberry,7.71,8,75.36,1,1,C
0.4044040794852354,0.3916468219283149,0.4375187655488853,0.5711908881313815,0.7654611384263917,0.8410764524274801,strawberry,6.25,5,86.48,1,0,B
0.40036453850561765,0.39190781554442267,0.3945247274511058,0.5716125481459517,0.7152971185166787,0.8005449113533786,strawberry,2.74,5,79.68,1,1,C
0.3869047087480604,0.39725619103590903,0.42389142378276307,0.5822600270054042,0.7913227315839558,0.8547354890645007,strawberry,7.62,6,92.61,0,0,B
0.40758573771323614,0.40212900837234733,0.40966626460284,0.5895398911650027,0.783221546084836,0.8717844620984528,strawberry,10.9,8,89.38,0,0,A
0.40036258308128403,0.412512967264234,0.40727995347289736,0.5579186656727457,0.7363221072584405,0.789573588161512,strawberry,2.99,5,79.3,1,1,C
0.4056962142889075,0.404064674548627,0.4137039985402183,0.5959189061569413,0.7242874851603092,0.796112501005018,strawberry,10.83,10,79.25,0,1,C
0.41152671035552324,0.40853938291232395,0.41799670391013294,0.5758290513902077,0.7390845195808435,0.8288242987339081,strawberry,4.62,6,82.99,0,1,C
0.41587757640583356,0.390628676525931,0.39139237353696554,0.5853915468113703,0.7330486566259038,0.8013598807061355,strawberry,2.97,5,81.52,1,1,C
0.3972577953496708,0.40167987598678506,0.4082690062879716,0.5866156358777961,0.7664277891552623,0.8428774519518745,strawberry,5.83,5,92.07,0,0,B
0.3986232591572662,0.40166275677447544,0.40485024858123353,0.5684014456248095,0.7072433071982417,0.7980904833093023,strawberry,11.26,10,78.96,0,1,C
0.4228467172741106,0.40396845088028727,0.4206330779407936,0.5892074002501143,0.7470538560662153,0.8535335112837776,strawberry,14.02,10,88.36,0,0,A
0.39210674563032266,0.39928744522404847,0.42272033244911983,0.6044499411214904,0.7836749580711949,0.8406326880359236,strawberry,12.55,9,87.42,0,0,A
0.4154289198378312,0.42572559699594675,0.4128490798544611,0.5548995612412491,0.7180980312761186,0.7854603540374647,strawberry,3.19,5,79.08,1,1,C
0.4025961243471829,0.3933823971267963,0.42314449703751017,0.578597228832609,0.7513263891222536,0.8406416323617144,strawberry,12.64,9,87.36,0,0,A
0.3997601354869008,0.38706919665215983,0.4208228362817478,0.5964340225922977,0.7294377219491824,0.8013506101114266,strawberry,9.68,9,81.73,0,1,C
0.39914307572277186,0.3879397676353065,0.42481671170484026,0.5902728491639725,0.7872856755127845,0.8472881383629381,strawberry,7.3,6,91.34,0,0,B
0.38764625296414323,0.39137124441904275,0.3978223234124954,0.5627165525756984,0.7077912944565442,0.7922397977581914,strawberry,6.05,7,77.33,1,1,C
0.42187614297275916,0.39143584634620376,0.40736950063650085,0.5626171889832211,0.7021297341388262,0.7855412857442157,strawberry,4.78,6,78.71,1,1,C
0.4117371287571473,0.3920101939856327,0.39578900449774906,0.5888076204679317,0.7689877312463431,0.8543752461503905,strawberry,8.95,7,90.02,0,0,A
0.400403629716865,0.3818078816086519,0.4060947883854776,0.5760718777061513,0.7690078298862192,0.8416857030255799,strawberry,12.33,9,88.26,0,0,A
0.39508917282669004,0.413317022049742,0.41714893189730096,0.578647464147709,0.7514343612551303,0.8311494617368083,strawberry,6.69,7,82.89,0,1,C
0.39101816370589854,0.4050857296378804,0.4391232748258864,0.5947563807025356,0.7404336564036486,0.7877951175239696,strawberry,14.15,10,80.38,1,0,B
0.40630505596912253,0.40629048932413053,0.42022388047962705,0.5834246839738304,0.7622882492481916,0.8252829954617326,strawberry,9.15,7,85.9,1,0,B
0.4049208662398874,0.3957870902125052,0.4173424361647215,0.5625688912356529,0.7471547819653684,0.8192745626436665,strawberry,4.13,6,84.09,0,1,C
