610nm,680nm,730nm,760nm,810nm,860nm,fruit,brix,ripeness,moisture,grade,defect,fungus
0.547278951036533,0.7082552345242913,0.6168925281915042,0.5743386998044067,0.6978968481255776,0.6874231184180767,mango,16.82056300298987,8.698673525562185,84.94606350216046,A,0,0
0.526963146538423,0.6733909810079087,0.6148046083500402,0.5951299201442382,0.6902514659734287,0.6867946910598923,mango,17.000327166502988,9.656372665127387,78.56464427494579,A,1,0
0.6170344421813071,0.628716704861833,0.6072463932621048,0.5938852551148581,0.6829891279228584,0.7332412275713702,mango,16.07996231393813,6.843451772596124,81.72481944344368,A,1,0
0.5503243065784488,0.6597444419237309,0.6018306400555081,0.572733845044426,0.6934479972433298,0.7086252675659551,mango,16.216168116188676,7.740685249562201,77.87515089441624,A,0,0
0.5506919358260043,0.6354390593546256,0.5851423893587525,0.6066915984415049,0.6834945979050636,0.6736259861456452,mango,14.029002230326586,7.971855078522647,77.13914223269813,B,0,0
0.5327841264579267,0.6783983297820727,0.5925980010712575,0.5805801732439136,0.66254883914798,0.6868842787829255,mango,15.035941617259557,9.58661373312083,76.04169802393181,B,0,0
0.5452391572257076,0.6364606469098183,0.612336961636433,0.588487182014783,0.6304191846235309,0.6759307089239032,mango,14.757774178219972,6.96904162144378,79.27145914795527,B,0,0
0.5208597238253846,0.611024560694667,0.5886316693836319,0.5518948392666686,0.697448336565947,0.6697842682409646,mango,16.525566483963917,9.750247539529877,84.66730762382302,A,1,0
0.560916168425602,0.6480248104018683,0.6275132733450489,0.5820493242991133,0.7206315145162927,0.666204633667451,mango,17.73124107527464,6.15885846967522,80.88267159761892,A,0,0
0.53486351983023,0.6446885234112011,0.6191860581800742,0.6202975838410048,0.6963064102730464,0.6827064843355238,mango,16.698944745954247,7.647128438935358,84.40851252447204,A,0,0
0.5746320732809953,0.6802506752121962,0.6223288630926352,0.6001620259281675,0.6847201688900513,0.687345099804124,mango,17.967273697856307,9.316058320614848,82.07890375905578,A,0,0
0.5350711916079889,0.6126677748745163,0.6392462152177869,0.5737021654110083,0.694678892191667,0.6782883586856286,mango,15.88198916017576,8.04768898396875,84.90526258960799,B,0,0
0.5634444892167898,0.6426611947824392,0.5940576161593265,0.5537065581425904,0.7367299640334093,0.7052834790291781,mango,17.977918177783312,8.996011029029566,84.52763257737459,A,0,0
0.5622158996117586,0.6291631152387782,0.5976423211859534,0.5695964085609119,0.6899339121855621,0.6726115582464144,mango,13.192232644697256,7.851404787591962,82.21287986953628,B,1,0
0.5250192353567653,0.6540803429787856,0.5842208066922909,0.5861286021385018,0.7276782332431039,0.7002066035895131,mango,15.075007483221402,7.236471552221255,84.53764133509544,B,0,0
0.5835828253257455,0.6606485731135381,0.5937541564929106,0.5783529242210582,0.692696719884684,0.7147021301289458,mango,17.277528426183085,6.451447138466216,75.4414200535815,A,0,0
