610nm,680nm,730nm,760nm,810nm,860nm,fruit,brix,ripeness,moisture,defect,fungus,grade
0.5413408800350276,0.461101214192585,0.4808768149518265,0.6939578031760647,0.6777129355787033,0.6857015565959382,strawberry,8.88,7,90.24,0,0,A
0.4957358574618967,0.5031906681146144,0.519547282322045,0.6801841865594885,0.6809873672748912,0.6539006893366586,strawberry,10.52,9,78.4,1,1,C
0.5233556412331961,0.5050884168660242,0.514178030177746,0.6668770831430085,0.6653624979840079,0.6590374817728235,strawberry,7.43,7,83.84,0,1,C
0.5148472983251824,0.5048691302139977,0.5280327886496327,0.6441208421982145,0.6682506576624145,0.70477888948907,strawberry,11.63,9,83.32,1,0,B
0.45347296573000445,0.5302160643622905,0.4758568595305814,0.7066253291122946,0.7004231635575795,0.6268196105487545,strawberry,13.08,10,86.81,0,0,A
0.47042827508440316,0.5228750808641386,0.5186406125173209,0.6791066564771905,0.7000680520773322,0.7209555875438619,strawberry,11.87,9,87.77,0,0,A
0.4781721912541306,0.4836599712147821,0.5394492077420161,0.6961021122111206,0.6811108879347231,0.6953904148090639,strawberry,9.25,7,89.4,0,0,A
0.5451439656218627,0.4813272378147415,0.573815401870223,0.671322988680909,0.616219551760089,0.64964085266073,strawberry,10.33,10,78.68,1,1,C
0.5082686980644741,0.5375359162511613,0.49458509779396026,0.6518790634274133,0.641197752515556,0.6966321619473935,strawberry,10.06,9,83.36,0,1,C
0.49594307560659695,0.5009383086990051,0.5418974316232632,0.6933467948005744,0.6858785231589974,0.6841294764730665,strawberry,6.25,6,87.64,0,1,C
0.4874516223124505,0.4900922151413751,0.5163959939357782,0.6828371401601787,0.6659240161239803,0.6606165818396784,strawberry,8.02,6,91.3,0,0,B
0.4968398420284202,0.4914623786010516,0.48665017310588216,0.6388542278126914,0.688414772929245,0.6665254599826893,strawberry,6.89,7,82.53,1,1,C
0.503227064517578,0.5155094514497783,0.5151670371111954,0.6335687176542182,0.6849405266199129,0.6444664081441288,strawberry,5.73,6,79.22,1,1,C
0.4840177885834947,0.49670928683900606,0.5091088246999799,0.6912933005852,0.6745768567114585,0.6820190698867458,strawberry,9.09,7,89.52,0,0,A
0.4885267598623953,0.4890628211751922,0.5088043600239104,0.6763022091817071,0.6729137889508392,0.67983988372999,strawberry,9.46,7,88.86,0,0,A
0.46930643036034486,0.5559206541667056,0.5449047906898018,0.6883480119707238,0.6827337276059906,0.6613198418385499,strawberry,13.07,10,87.82,0,0,A
0.47778848309068345,0.5350454088684724,0.5276913143545339,0.7108532150162861,0.6998555543972675,0.6538633312004738,strawberry,8.98,7,88.22,0,0,A
0.5192558138070139,0.5034511685926872,0.5456206045452239,0.690127502659238,0.706304245410237,0.6784271817495736,strawberry,11.29,9,85.01,1,0,B
0.5046188791277633,0.4856804838614759,0.5238687850882427,0.68762660538251,0.7056383594716527,0.6873640107526772,strawberry,10.09,8,84.1,1,0,B
0.48591312618914484,0.47183077407272883,0.47571059962336615,0.7030614005724308,0.6653326144955924,0.7191939020913611,strawberry,6.84,5,92.05,0,0,B
0.49289935344706554,0.5051494646916531,0.5169743666075696,0.6733339701726849,0.6458771795545479,0.6588490922518014,strawberry,11.28,10,80.64,0,1,C
0.48754290993797433,0.49163713931981456,0.48307762426638345,0.6922074348754386,0.657599226710831,0.6923817876750176,strawberry,8.85,6,90.67,0,0,B
0.48877266281808684,0.506284074659009,0.4984949944976606,0.6708986877061114,0.7020503988586626,0.6585126526451662,strawberry,6.98,5,88.42,0,0,B
0.4631825153733671,0.47440846066528597,0.49620327077942517,0.6912502034675917,0.7010815628727575,0.6675138638669669,strawberry,8.7,6,91.01,0,0,B
0.5164883077651492,0.4975077243731306,0.5244048568680454,0.7110185120157544,0.6784451623922532,0.6826578228298802,strawberry,9.44,7,85.78,1,0,B
0.505955205018368,0.46560917986575556,0.5166562188226703,0.6651345072311023,0.6782385297434181,0.6387852034623132,strawberry,10.99,10,79.88,0,1,C
0.48746065884424467,0.5362489711599385,0.5223445421619605,0.6804817692062367,0.7043792595052324,0.7029926902638056,strawberry,8.19,6,91.77,0,0,B
0.5043501581138712,0.5389174256965537,0.5271281304340644,0.7038297568208995,0.6942028512934467,0.6834161378227944,strawberry,13.3,10,82.41,1,0,B
0.5028987482956236,0.4923503396508382,0.5154760088579757,0.6707756050918507,0.6424140013521045,0.6624673039446053,strawberry,13.41,10,84.03,1,0,B
0.4960799473751534,0.48072384979805566,0.5246918880064204,0.7026186211387184,0.6854481116907173,0.6619588984706875,strawberry,11.55,9,87.62,0,0,A
0.4791503025154572,0.5255585365847633,0.5017579069583548,0.6786802131267191,0.6842319266432079,0.6304083747607515,strawberry,6.98,7,84.5,0,1,C
0.44705494240204985,0.5145908553327163,0.5078069704265582,0.707758321070726,0.6929643996650325,0.6752744898965417,strawberry,12.17,9,87.84,0,0,A
0.48965423099799255,0.5281869488037116,0.5554026476691676,0.6822988747381201,0.6806455955188979,0.7091986502924847,strawberry,9.42,7,90.07,0,0,A
0.49399279023822745,0.4839042616667935,0.48821589295011875,0.6489072875391856,0.6312519606735981,0.6374393992510332,strawberry,8.34,8,80.79,1,1,C
0.4990107258069513,0.5134963898433321,0.486440856288297,0.6761155139547729,0.6717963631953531,0.669421047591712,strawberry,8.9,8,79.79,1,1,C
0.5093712698674304,0.5101637955498426,0.4847780353156905,0.6781888705391541,0.7167932208648232,0.6663901358529529,strawberry,9.76,9,78.5,1,1,C
0.5159181300969495,0.520970618770152,0.5137603520101913,0.6790097867850174,0.6724366250788671,0.6655804583274468,strawberry,6.89,5,89.83,0,0,B
0.48774422619031227,0.4922459688012803,0.5131815593748971,0.6997451427063306,0.7062268923600467,0.7257958461215179,strawberry,7.46,5,92.8,0,0,B
0.500911843289401,0.48738015740252105,0.525260210088382,0.6741213776358916,0.7107035513204871,0.6827028206859252,strawberry,7.11,7,83.15,0,1,C
0.5220331342799274,0.5012723551990034,0.49676576209077195,0.6733158589431931,0.6735086320556125,0.6542693271763672,strawberry,9.52,7,86.64,1,0,B
0.5276431798207506,0.5129741977517929,0.5087776408005397,0.6913928673164346,0.7125887729179352,0.6599998777611467,strawberry,12.12,9,88.17,0,0,A
0.4954857270486133,0.5000682950235682,0.5246805296839568,0.6533384386319265,0.6836191417934844,0.6765999470210127,strawberry,8.33,6,87.4,1,0,B
0.49384443530093997,0.5043830065532788,0.5133813189285574,0.7242692202962226,0.6908142440532141,0.6899069399620177,strawberry,8.39,6,92.16,0,0,B
0.48888906534373155,0.5098358611079923,0.5185755450322561,0.6552837595163585,0.6626795509595566,0.6955283315011385,strawberry,8.77,8,79.3,1,1,C
0.5073420453357613,0.48948389225374084,0.5102351922997114,0.6444067610219149,0.6997540379810864,0.6938569854011769,strawberry,12.86,10,86.13,0,0,A
0.5017790454521941,0.523318274307428,0.495314005630274,0.6912582719407876,0.6829907095128703,0.6791064677172449,strawberry,6.17,6,83.78,0,1,C
0.5130040235591732,0.49801648272441235,0.547148648601352,0.6665591280104359,0.6574503199184641,0.6639067532589354,strawberry,10.22,8,88.87,0,0,A
0.5188433301032765,0.5172019276828614,0.5161402798385611,0.6729632938012058,0.6887707808230701,0.7040739199229288,strawberry,9.07,7,84.83,1,0,B
0.5053933871479415,0.49539887128807236,0.5249059613681759,0.6951446023806354,0.6898923812912766,0.6820924367746404,strawberry,10.75,8,84.97,1,0,B
0.4967674850907506,0.4731745065796343,0.480682497383055,0.7012027570917398,0.659344039625504,0.6862029687040514,strawberry,9.21,7,89.94,0,0,A
0.5168128709797745,0.4869475204139522,0.49971476266017767,0.6294855133906129,0.658230201624542,0.6101603101524711,strawberry,8.64,8,79.32,1,1,C
0.5074426278218632,0.5095774432786367,0.5108235169147771,0.6596997041718214,0.6658533605123336,0.6517469520684108,strawberry,11.31,10,79.91,0,1,C
0.4705498324391798,0.4982060874638495,0.5285712781270979,0.6577840552748001,0.6914610243336874,0.6679269218775039,strawberry,4.9,5,83.05,1,1,C
0.5359537305369905,0.5128168572253402,0.49927593420137556,0.6775889690383827,0.6941244221429796,0.6739304730724834,strawberry,10.7,10,77.72,1,1,C
